Fecha;Hora;Sistema;ETD;Detector;0-50 (km/h);50-80 (km/h);80-120 (km/h);120-255 (km/h);Velocidad media (km/h);0-6 (m);6-999 (m);Vehículos totales;
2025-12-08;01:00:00 - 01:30:00;GI-636;[GI-636] 102-ETD PASAIA-PTE. BEHOBIA, GI-636 pk 15,300, GI-636 pk 17,000;Lento PASAIA;11;17;0;0;49,29;27;1;28;
2025-12-08;01:00:00 - 01:30:00;GI-3711;[GI-3711] 207-ETD UGARTE-BEDAIO, GI-3711 pk 0,000, GI-3711 pk 6,900;Lento UGARTE;0;1;0;0;65;1;0;1;
2025-12-08;01:00:00 - 01:30:00;AP-636;[AP-636] 170-ETD BEASAIN-BERGARA, AP-636 pk 2,800, AP-636 pk 5,000;Lento BEASAIN;0;1;18;4;105,43;21;2;23;
2025-12-08;01:00:00 - 01:30:00;AP-636;[AP-636] 170-ETD BEASAIN-BERGARA, AP-636 pk 2,800, AP-636 pk 5,000;Central BERGARA;0;0;2;1;113,33;3;0;3;
2025-12-08;01:00:00 - 01:30:00;AP-636;[AP-636] 170-ETD BEASAIN-BERGARA, AP-636 pk 2,800, AP-636 pk 5,000;Lento BERGARA;0;0;25;1;101,54;26;0;26;
2025-12-08;01:00:00 - 01:30:00;N-638;[N-638] 118-ETD HONDARRIBIA-IRUN, N-638 pk 1,000, N-638 pk 2,400;Lento HONDARRIBIA;4;30;6;0;66,25;40;0;40;
2025-12-08;01:00:00 - 01:30:00;N-638;[N-638] 118-ETD HONDARRIBIA-IRUN, N-638 pk 1,000, N-638 pk 2,400;Lento IRUN;3;27;5;0;66,57;34;1;35;
2025-12-08;01:00:00 - 01:30:00;N-121-A;[N-121-A] 288-ETD BEHOBIA, GI-636-NAVARRA, N-121-A pk 68,400, N-121-A pk 74,500;Lento NAVARRA;0;1;16;2;102,37;8;11;19;
2025-12-08;01:00:00 - 01:30:00;N-121-A;[N-121-A] 288-ETD BEHOBIA, GI-636-NAVARRA, N-121-A pk 68,400, N-121-A pk 74,500;Lento BEHOBIA, GI-636;0;4;14;0;92,22;8;10;18;
2025-12-08;01:00:00 - 01:30:00;N-121-A;[N-121-A] 288-ETD BEHOBIA, GI-636-NAVARRA, N-121-A pk 68,400, N-121-A pk 74,500;Central BEHOBIA, GI-636;0;1;8;2;104,09;9;2;11;
2025-12-08;01:00:00 - 01:30:00;GI-636;[GI-636] 256-ETD FRANCIA-IRUN, GI-636 pk 17,000, GI-636 pk 17,300;Lento FRANCIA;5;0;0;0;25;4;1;5;
2025-12-08;01:00:00 - 01:30:00;GI-636;[GI-636] 256-ETD FRANCIA-IRUN, GI-636 pk 17,000, GI-636 pk 17,300;Central FRANCIA;1;0;0;0;25;1;0;1;
2025-12-08;01:00:00 - 01:30:00;GI-636;[GI-636] 256-ETD FRANCIA-IRUN, GI-636 pk 17,000, GI-636 pk 17,300;Central IRUN;0;0;0;0;0,0;0;0;0;
2025-12-08;01:00:00 - 01:30:00;GI-636;[GI-636] 256-ETD FRANCIA-IRUN, GI-636 pk 17,000, GI-636 pk 17,300;Lento IRUN;10;2;0;0;31,67;12;0;12;
2025-12-08;01:00:00 - 01:30:00;GI-2132;[GI-2132] 71-ETD LASARTE-ORIA-ASTIGARRAGA, GI-2132 pk 1,000, GI-2132 pk 2,500;Lento LASARTE-ORIA;1;12;1;0;64,64;14;0;14;
2025-12-08;01:00:00 - 01:30:00;GI-2132;[GI-2132] 71-ETD LASARTE-ORIA-ASTIGARRAGA, GI-2132 pk 1,000, GI-2132 pk 2,500;Lento ASTIGARRAGA;0;10;0;0;65;10;0;10;
2025-12-08;01:00:00 - 01:30:00;GI-636;[GI-636] 256-ETD FRANCIA-IRUN, GI-636 pk 17,000, GI-636 pk 17,300;Lento FRANCIA;2;0;0;0;25;2;0;2;
2025-12-08;01:00:00 - 01:30:00;GI-636;[GI-636] 256-ETD FRANCIA-IRUN, GI-636 pk 17,000, GI-636 pk 17,300;Lento IRUN;0;0;0;0;0,0;0;0;0;
2025-12-08;01:00:00 - 01:30:00;GI-636;[GI-636] 256-ETD FRANCIA-IRUN, GI-636 pk 17,000, GI-636 pk 17,300;Central IRUN;0;0;0;0;0,0;0;0;0;
2025-12-08;01:00:00 - 01:30:00;N-634;[N-634] 104-ETD SAN SEBASTIÁN-SANTANDER, N-634 pk 0,100, N-634 pk 4,000;Lento SAN SEBASTIÁN;3;13;3;0;64,21;19;0;19;
2025-12-08;01:00:00 - 01:30:00;N-634;[N-634] 104-ETD SAN SEBASTIÁN-SANTANDER, N-634 pk 0,100, N-634 pk 4,000;Lento SANTANDER;0;20;0;0;65;19;1;20;
2025-12-08;01:00:00 - 01:30:00;GI-631;[GI-631] 9157-ETD ZUMARRAGA-ZUMAIA, GI-631 pk 3,800, GI-631 pk 8,200;Lento ZUMARRAGA;0;3;3;0;82,5;6;0;6;
2025-12-08;01:00:00 - 01:30:00;GI-631;[GI-631] 9157-ETD ZUMARRAGA-ZUMAIA, GI-631 pk 3,800, GI-631 pk 8,200;Lento ZUMAIA;0;12;12;0;82,5;24;0;24;
2025-12-08;01:00:00 - 01:30:00;GI-3591;[GI-3591] 206-ETD ARANTZAZU-OÑATI, GI-3591 pk 0,000, GI-3591 pk 2,900;Lento ARANTZAZU;1;0;0;0;25;1;0;1;
2025-12-08;01:00:00 - 01:30:00;GI-3591;[GI-3591] 206-ETD ARANTZAZU-OÑATI, GI-3591 pk 0,000, GI-3591 pk 2,900;Lento OÑATI;0;0;0;0;0,0;0;0;0;
2025-12-08;01:00:00 - 01:30:00;N-I;[N-I] 33-ETD VITORIA-GASTEIZ-LASARTE-ORIA, N-I pk 447,700, N-I pk 453,400;Central VITORIA-GASTEIZ;0;0;0;0;0,0;0;0;0;
2025-12-08;01:00:00 - 01:30:00;N-I;[N-I] 33-ETD VITORIA-GASTEIZ-LASARTE-ORIA, N-I pk 447,700, N-I pk 453,400;Lento VITORIA-GASTEIZ;0;5;23;3;98,23;25;6;31;
2025-12-08;01:00:00 - 01:30:00;N-I;[N-I] 33-ETD VITORIA-GASTEIZ-LASARTE-ORIA, N-I pk 447,700, N-I pk 453,400;Central LASARTE-ORIA;0;0;3;0;100;2;1;3;
2025-12-08;01:00:00 - 01:30:00;N-I;[N-I] 33-ETD VITORIA-GASTEIZ-LASARTE-ORIA, N-I pk 447,700, N-I pk 453,400;Lento LASARTE-ORIA;0;24;43;0;87,46;55;12;67;
2025-12-08;01:00:00 - 01:30:00;GI-636;[GI-636] 103-ETD PASAIA-PTE. BEHOBIA, GI-636 pk 12,500, GI-636 pk 15,300;Lento PASAIA;0;31;10;0;73,54;40;1;41;
2025-12-08;01:00:00 - 01:30:00;GI-636;[GI-636] 103-ETD PASAIA-PTE. BEHOBIA, GI-636 pk 12,500, GI-636 pk 15,300;Lento PTE. BEHOBIA;0;22;3;0;69,2;24;1;25;
2025-12-08;01:00:00 - 01:30:00;GI-2135;[GI-2135] 48-ETD NAVARRA-TOLOSA, GI-2135 pk 2,300, GI-2135 pk 11,200;Lento NAVARRA;0;3;0;0;65;3;0;3;
2025-12-08;01:00:00 - 01:30:00;GI-2135;[GI-2135] 48-ETD NAVARRA-TOLOSA, GI-2135 pk 2,300, GI-2135 pk 11,200;Lento TOLOSA;0;5;0;0;65;5;0;5;
2025-12-08;01:00:00 - 01:30:00;GI-627;[GI-627] 9211-ETD ARABA-EIBAR, GI-627 pk 51,400, GI-627 pk 56,300;Lento EIBAR;0;2;3;0;86;5;0;5;
2025-12-08;01:00:00 - 01:30:00;GI-2132;[GI-2132] 119-ETD ASTIGARRAGA-LASARTE-ORIA, GI-2132 pk 2,500, GI-2132 pk 5,200;Lento LASARTE-ORIA;1;19;1;0;64,76;21;0;21;
2025-12-08;01:00:00 - 01:30:00;GI-2132;[GI-2132] 119-ETD ASTIGARRAGA-LASARTE-ORIA, GI-2132 pk 2,500, GI-2132 pk 5,200;Lento ASTIGARRAGA;0;8;0;0;65;8;0;8;
2025-12-08;01:00:00 - 01:30:00;GI-627;[GI-627] 9211-ETD ARABA-EIBAR, GI-627 pk 51,400, GI-627 pk 56,300;Central ARABA;0;0;0;0;0,0;0;0;0;
2025-12-08;01:00:00 - 01:30:00;GI-627;[GI-627] 9211-ETD ARABA-EIBAR, GI-627 pk 51,400, GI-627 pk 56,300;Lento ARABA;0;1;0;0;65;1;0;1;
2025-12-08;01:00:00 - 01:30:00;GI-636-H;[GI-636-H] 258-ETD HENDAIA-IRUN, GI-636-H pk 0,000, GI-636-H pk 0,500;Lento IRUN;4;9;0;0;52,69;13;0;13;
2025-12-08;01:00:00 - 01:30:00;GI-636-H;[GI-636-H] 258-ETD HENDAIA-IRUN, GI-636-H pk 0,000, GI-636-H pk 0,500;Central IRUN;5;8;0;0;49,62;13;0;13;
2025-12-08;01:00:00 - 01:30:00;GI-636-H;[GI-636-H] 258-ETD HENDAIA-IRUN, GI-636-H pk 0,000, GI-636-H pk 0,500;Central HENDAIA;0;3;0;0;65;3;0;3;
2025-12-08;01:00:00 - 01:30:00;GI-636-H;[GI-636-H] 258-ETD HENDAIA-IRUN, GI-636-H pk 0,000, GI-636-H pk 0,500;Lento HENDAIA;6;2;0;0;35;8;0;8;
2025-12-08;01:00:00 - 01:30:00;GI-2630;[GI-2630] 9259-ETD URRETXU-BERGARA, GI-2630 pk 0,200, GI-2630 pk 3,600;Lento URRETXU;0;13;5;0;74,72;18;0;18;
2025-12-08;01:00:00 - 01:30:00;GI-2630;[GI-2630] 9259-ETD URRETXU-BERGARA, GI-2630 pk 0,200, GI-2630 pk 3,600;Lento BERGARA;0;5;7;0;85,42;12;0;12;
2025-12-08;01:00:00 - 01:30:00;GI-20;[GI-20] 277-ETD USURBIL, AP-8-ERRENTERIA,AP-8, GI-20 pk 2,400, GI-20 pk 5,000;Rápido ERRENTERIA,AP-8;0;0;1;1;120;2;0;2;
2025-12-08;01:00:00 - 01:30:00;GI-20;[GI-20] 277-ETD USURBIL, AP-8-ERRENTERIA,AP-8, GI-20 pk 2,400, GI-20 pk 5,000;Lento USURBIL, AP-8;4;52;10;0;67,88;64;2;66;
2025-12-08;01:00:00 - 01:30:00;GI-20;[GI-20] 277-ETD USURBIL, AP-8-ERRENTERIA,AP-8, GI-20 pk 2,400, GI-20 pk 5,000;Central USURBIL, AP-8;0;11;62;1;95,34;73;1;74;
2025-12-08;01:00:00 - 01:30:00;GI-20;[GI-20] 277-ETD USURBIL, AP-8-ERRENTERIA,AP-8, GI-20 pk 2,400, GI-20 pk 5,000;Rápido USURBIL, AP-8;0;0;10;4;111,43;14;0;14;
2025-12-08;01:00:00 - 01:30:00;GI-20;[GI-20] 277-ETD USURBIL, AP-8-ERRENTERIA,AP-8, GI-20 pk 2,400, GI-20 pk 5,000;Lento ERRENTERIA,AP-8;0;19;14;0;79,85;32;1;33;
2025-12-08;01:00:00 - 01:30:00;GI-20;[GI-20] 277-ETD USURBIL, AP-8-ERRENTERIA,AP-8, GI-20 pk 2,400, GI-20 pk 5,000;Central ERRENTERIA,AP-8;0;4;44;5;101,13;49;4;53;
2025-12-08;01:00:00 - 01:30:00;N-634;[N-634] 106-ETD SAN SEBASTIÁN-SANTANDER, N-634 pk 58,200, N-634 pk 60,700;Lento SANTANDER;0;21;0;0;65;21;0;21;
2025-12-08;01:00:00 - 01:30:00;N-634;[N-634] 106-ETD SAN SEBASTIÁN-SANTANDER, N-634 pk 58,200, N-634 pk 60,700;Lento SAN SEBASTIÁN;0;17;1;0;66,94;18;0;18;
2025-12-08;01:00:00 - 01:30:00;GI-636;[GI-636] 253-ETD IRUN-PASAIA, GI-636 pk 2,100, GI-636 pk 2,600;Lento PASAIA;1;47;48;1;82,68;96;1;97;
2025-12-08;01:00:00 - 01:30:00;GI-636;[GI-636] 253-ETD IRUN-PASAIA, GI-636 pk 2,100, GI-636 pk 2,600;Central PASAIA;0;1;3;0;91,25;4;0;4;
2025-12-08;01:00:00 - 01:30:00;GI-636;[GI-636] 253-ETD IRUN-PASAIA, GI-636 pk 2,100, GI-636 pk 2,600;Lento IRUN;0;29;34;0;83,89;62;1;63;
2025-12-08;01:00:00 - 01:30:00;GI-636;[GI-636] 253-ETD IRUN-PASAIA, GI-636 pk 2,100, GI-636 pk 2,600;Central IRUN;0;0;12;0;100;12;0;12;
2025-12-08;01:00:00 - 01:30:00;N-634;[N-634] 45-ETD SANTANDER-SAN SEBASTIÁN, N-634 pk 54,000, N-634 pk 57,600;Lento SANTANDER;1;24;0;0;63,4;25;0;25;
2025-12-08;01:00:00 - 01:30:00;N-634;[N-634] 45-ETD SANTANDER-SAN SEBASTIÁN, N-634 pk 54,000, N-634 pk 57,600;Lento SAN SEBASTIÁN;3;12;0;0;57;15;0;15;
2025-12-08;01:00:00 - 01:30:00;GI-20;[GI-20] 248-ETD USURBIL, AP-8-ERRENTERIA AP-8, GI-20 pk 13,200, GI-20 pk 13,800;Central ERRENTERIA AP-8;0;0;1;0;100;1;0;1;
2025-12-08;01:00:00 - 01:30:00;GI-20;[GI-20] 248-ETD USURBIL, AP-8-ERRENTERIA AP-8, GI-20 pk 13,200, GI-20 pk 13,800;Lento ERRENTERIA AP-8;0;7;28;1;94,31;34;2;36;
2025-12-08;01:00:00 - 01:30:00;GI-20;[GI-20] 248-ETD USURBIL, AP-8-ERRENTERIA AP-8, GI-20 pk 13,200, GI-20 pk 13,800;Central USURBIL, AP-8;0;0;12;0;100;12;0;12;
2025-12-08;01:00:00 - 01:30:00;GI-20;[GI-20] 248-ETD USURBIL, AP-8-ERRENTERIA AP-8, GI-20 pk 13,200, GI-20 pk 13,800;Lento USURBIL, AP-8;0;6;24;0;93;29;1;30;
2025-12-08;01:00:00 - 01:30:00;N-121-A;[N-121-A] 295-ETD BEHOBIA, GI-636-NAVARRA, N-121-A pk 74,500, N-121-A pk 75,000;Lento BEHOBIA, GI-636;14;3;0;0;32,06;16;1;17;
2025-12-08;01:00:00 - 01:30:00;N-121-A;[N-121-A] 295-ETD BEHOBIA, GI-636-NAVARRA, N-121-A pk 74,500, N-121-A pk 75,000;Central BEHOBIA, GI-636;4;3;0;0;42,14;7;0;7;
2025-12-08;01:00:00 - 01:30:00;N-121-A;[N-121-A] 295-ETD BEHOBIA, GI-636-NAVARRA, N-121-A pk 74,500, N-121-A pk 75,000;Central NAVARRA;8;1;0;0;29,44;8;1;9;
2025-12-08;01:00:00 - 01:30:00;N-121-A;[N-121-A] 295-ETD BEHOBIA, GI-636-NAVARRA, N-121-A pk 74,500, N-121-A pk 75,000;Lento NAVARRA;6;2;0;0;35;8;0;8;
2025-12-08;01:00:00 - 01:30:00;GI-2132;[GI-2132] 9136-ETD ERRENTERIA-ASTIGARRAGA, GI-2132 pk 15,200, GI-2132 pk 15,500;Lento ERRENTERIA;19;16;1;0;44,86;34;2;36;
2025-12-08;01:00:00 - 01:30:00;GI-2132;[GI-2132] 9136-ETD ERRENTERIA-ASTIGARRAGA, GI-2132 pk 15,200, GI-2132 pk 15,500;Lento ASTIGARRAGA;15;9;1;0;42,4;22;3;25;
2025-12-08;01:00:00 - 01:30:00;GI-20;[GI-20] 250-ETD USURBIL, AP-8-ERRENTERIA AP-8, GI-20 pk 10,900, GI-20 pk 13,200;Lento USURBIL, AP-8;0;36;21;0;77,89;56;1;57;
2025-12-08;01:00:00 - 01:30:00;GI-20;[GI-20] 250-ETD USURBIL, AP-8-ERRENTERIA AP-8, GI-20 pk 10,900, GI-20 pk 13,200;Central USURBIL, AP-8;0;6;24;0;93;29;1;30;
2025-12-08;01:00:00 - 01:30:00;GI-20;[GI-20] 250-ETD USURBIL, AP-8-ERRENTERIA AP-8, GI-20 pk 10,900, GI-20 pk 13,200;Central ERRENTERIA AP-8;0;7;28;1;94,31;34;2;36;
2025-12-08;01:00:00 - 01:30:00;GI-20;[GI-20] 250-ETD USURBIL, AP-8-ERRENTERIA AP-8, GI-20 pk 10,900, GI-20 pk 13,200;Rápido ERRENTERIA AP-8;0;0;1;0;100;1;0;1;
2025-12-08;01:00:00 - 01:30:00;GI-20;[GI-20] 250-ETD USURBIL, AP-8-ERRENTERIA AP-8, GI-20 pk 10,900, GI-20 pk 13,200;Rápido USURBIL, AP-8;0;0;12;0;100;12;0;12;
2025-12-08;01:00:00 - 01:30:00;GI-20;[GI-20] 250-ETD USURBIL, AP-8-ERRENTERIA AP-8, GI-20 pk 10,900, GI-20 pk 13,200;Lento ERRENTERIA AP-8;0;24;37;1;87,1;62;0;62;
2025-12-08;01:00:00 - 01:30:00;GI-2632;[GI-2632] 87-ETD BIZKAIA-BEASAIN, GI-2632 pk 5,900, GI-2632 pk 9,700;Lento BIZKAIA;0;1;0;0;65;1;0;1;
2025-12-08;01:00:00 - 01:30:00;GI-2632;[GI-2632] 87-ETD BIZKAIA-BEASAIN, GI-2632 pk 5,900, GI-2632 pk 9,700;Lento BEASAIN;0;2;1;0;76,67;3;0;3;
2025-12-08;01:00:00 - 01:30:00;GI-3630;[GI-3630] 190-ETD ASTEASU-ANOETA, GI-3630 pk 0,000, GI-3630 pk 9,000;Lento ASTEASU;0;0;0;0;0,0;0;0;0;
2025-12-08;01:00:00 - 01:30:00;GI-3630;[GI-3630] 190-ETD ASTEASU-ANOETA, GI-3630 pk 0,000, GI-3630 pk 9,000;Lento ANOETA;1;0;0;0;25;1;0;1;
2025-12-08;01:00:00 - 01:30:00;GI-631;[GI-631] 58-ETD ZUMARRAGA-ZUMAIA, GI-631 pk 8,200, GI-631 pk 13,500;Lento ZUMARRAGA;0;1;5;0;94,17;6;0;6;
2025-12-08;01:00:00 - 01:30:00;GI-631;[GI-631] 58-ETD ZUMARRAGA-ZUMAIA, GI-631 pk 8,200, GI-631 pk 13,500;Lento ZUMAIA;0;7;9;0;84,69;16;0;16;
2025-12-08;01:00:00 - 01:30:00;GI-40;[GI-40] 287-ETD ROTONDA GARBERA-A LA GI-41, GI-40 pk 0,000, GI-40 pk 1,900;Central ROTONDA GARBERA;0;2;1;0;76,67;3;0;3;
2025-12-08;01:00:00 - 01:30:00;GI-40;[GI-40] 287-ETD ROTONDA GARBERA-A LA GI-41, GI-40 pk 0,000, GI-40 pk 1,900;Lento ROTONDA GARBERA;0;51;10;0;70,74;57;4;61;
2025-12-08;01:00:00 - 01:30:00;GI-40;[GI-40] 287-ETD ROTONDA GARBERA-A LA GI-41, GI-40 pk 0,000, GI-40 pk 1,900;Central A LA GI-41;0;3;5;0;86,88;8;0;8;
2025-12-08;01:00:00 - 01:30:00;GI-40;[GI-40] 287-ETD ROTONDA GARBERA-A LA GI-41, GI-40 pk 0,000, GI-40 pk 1,900;Lento A LA GI-41;2;41;9;0;69,52;48;4;52;
2025-12-08;01:00:00 - 01:30:00;GI-636;[GI-636] 3-ETD PASAIA-IRUN, GI-636 pk 7,900, GI-636 pk 9,600;Rápido PASAIA;0;0;1;0;100;1;0;1;
2025-12-08;01:00:00 - 01:30:00;GI-636;[GI-636] 3-ETD PASAIA-IRUN, GI-636 pk 7,900, GI-636 pk 9,600;Lento PASAIA;0;15;11;0;79,81;21;5;26;
2025-12-08;01:00:00 - 01:30:00;GI-636;[GI-636] 3-ETD PASAIA-IRUN, GI-636 pk 7,900, GI-636 pk 9,600;Central PASAIA;0;11;26;0;89,59;36;1;37;
2025-12-08;01:00:00 - 01:30:00;GI-636;[GI-636] 3-ETD PASAIA-IRUN, GI-636 pk 7,900, GI-636 pk 9,600;Central IRUN;0;3;15;0;94,17;17;1;18;
2025-12-08;01:00:00 - 01:30:00;GI-636;[GI-636] 3-ETD PASAIA-IRUN, GI-636 pk 7,900, GI-636 pk 9,600;Rápido IRUN;0;0;3;0;100;3;0;3;
2025-12-08;01:00:00 - 01:30:00;GI-636;[GI-636] 3-ETD PASAIA-IRUN, GI-636 pk 7,900, GI-636 pk 9,600;Lento IRUN;1;15;7;0;73,91;21;2;23;
2025-12-08;01:00:00 - 01:30:00;GI-636;[GI-636] 84-ETD IRUN-PASAIA, GI-636 pk 9,500, GI-636 pk 12,500;Central IRUN;0;12;5;0;75,29;16;1;17;
2025-12-08;01:00:00 - 01:30:00;GI-636;[GI-636] 84-ETD IRUN-PASAIA, GI-636 pk 9,500, GI-636 pk 12,500;Central PASAIA;0;11;9;0;80,75;20;0;20;
2025-12-08;01:00:00 - 01:30:00;GI-636;[GI-636] 84-ETD IRUN-PASAIA, GI-636 pk 9,500, GI-636 pk 12,500;Lento PASAIA;0;27;11;0;75,13;38;0;38;
2025-12-08;01:00:00 - 01:30:00;GI-636;[GI-636] 84-ETD IRUN-PASAIA, GI-636 pk 9,500, GI-636 pk 12,500;Lento IRUN;1;20;6;0;71,3;25;2;27;
2025-12-08;01:00:00 - 01:30:00;GI-20;[GI-20] 16-ETD USURBIL, AP-8-ERRENTERIA,AP-8, GI-20 pk 7,000, GI-20 pk 9,800;Lento ERRENTERIA,AP-8;0;31;19;0;78,3;49;1;50;
2025-12-08;01:00:00 - 01:30:00;GI-20;[GI-20] 16-ETD USURBIL, AP-8-ERRENTERIA,AP-8, GI-20 pk 7,000, GI-20 pk 9,800;Central ERRENTERIA,AP-8;0;2;4;0;88,33;6;0;6;
2025-12-08;01:00:00 - 01:30:00;GI-20;[GI-20] 16-ETD USURBIL, AP-8-ERRENTERIA,AP-8, GI-20 pk 7,000, GI-20 pk 9,800;Lento USURBIL, AP-8;0;21;44;0;88,69;62;3;65;
2025-12-08;01:00:00 - 01:30:00;GI-20;[GI-20] 16-ETD USURBIL, AP-8-ERRENTERIA,AP-8, GI-20 pk 7,000, GI-20 pk 9,800;Central USURBIL, AP-8;0;0;8;0;100;8;0;8;
2025-12-08;01:00:00 - 01:30:00;GI-20;[GI-20] 117-ETD ERRENTERIA AP-8-USURBIL, AP-8, GI-20 pk 5,000, GI-20 pk 7,000;Lento ERRENTERIA AP-8;0;8;14;1;89,57;22;1;23;
2025-12-08;01:00:00 - 01:30:00;GI-20;[GI-20] 117-ETD ERRENTERIA AP-8-USURBIL, AP-8, GI-20 pk 5,000, GI-20 pk 7,000;Central ERRENTERIA AP-8;0;13;51;3;95;64;3;67;
2025-12-08;01:00:00 - 01:30:00;GI-20;[GI-20] 117-ETD ERRENTERIA AP-8-USURBIL, AP-8, GI-20 pk 5,000, GI-20 pk 7,000;Rápido ERRENTERIA AP-8;0;0;2;1;113,33;3;0;3;
2025-12-08;01:00:00 - 01:30:00;GI-20;[GI-20] 117-ETD ERRENTERIA AP-8-USURBIL, AP-8, GI-20 pk 5,000, GI-20 pk 7,000;Lento USURBIL, AP-8;0;21;41;0;88,15;61;1;62;
2025-12-08;01:00:00 - 01:30:00;GI-20;[GI-20] 117-ETD ERRENTERIA AP-8-USURBIL, AP-8, GI-20 pk 5,000, GI-20 pk 7,000;Central USURBIL, AP-8;0;5;22;1;95,18;28;0;28;
2025-12-08;01:00:00 - 01:30:00;GI-20;[GI-20] 117-ETD ERRENTERIA AP-8-USURBIL, AP-8, GI-20 pk 5,000, GI-20 pk 7,000;Rápido USURBIL, AP-8;0;11;33;0;91,25;43;1;44;
2025-12-08;01:00:00 - 01:30:00;GI-627;[GI-627] 52-ETD ARABA-EIBAR, GI-627 pk 19,300, GI-627 pk 27,200;Lento EIBAR;0;0;0;0;0,0;0;0;0;
2025-12-08;01:00:00 - 01:30:00;GI-627;[GI-627] 52-ETD ARABA-EIBAR, GI-627 pk 19,300, GI-627 pk 27,200;Lento ARABA;0;1;0;0;65;1;0;1;
2025-12-08;01:00:00 - 01:30:00;GI-2120;[GI-2120] 97-ETD NAVARRA-BEASAIN, GI-2120 pk 60,900, GI-2120 pk 63,400;Lento BEASAIN;0;3;0;0;65;3;0;3;
2025-12-08;01:00:00 - 01:30:00;GI-2120;[GI-2120] 97-ETD NAVARRA-BEASAIN, GI-2120 pk 60,900, GI-2120 pk 63,400;Lento NAVARRA;0;0;0;0;0,0;0;0;0;
2025-12-08;01:00:00 - 01:30:00;N-I;[N-I] 111-ETD LASARTE-ORIA-VITORIA-GASTEIZ, N-I pk 417,900, N-I pk 426,300;Lento VITORIA-GASTEIZ;0;10;49;3;96,29;22;40;62;
2025-12-08;01:00:00 - 01:30:00;N-I;[N-I] 111-ETD LASARTE-ORIA-VITORIA-GASTEIZ, N-I pk 417,900, N-I pk 426,300;Central VITORIA-GASTEIZ;0;0;10;4;111,43;11;3;14;
2025-12-08;01:00:00 - 01:30:00;N-I;[N-I] 111-ETD LASARTE-ORIA-VITORIA-GASTEIZ, N-I pk 417,900, N-I pk 426,300;Central LASARTE-ORIA;0;0;6;2;110;8;0;8;
2025-12-08;01:00:00 - 01:30:00;N-I;[N-I] 111-ETD LASARTE-ORIA-VITORIA-GASTEIZ, N-I pk 417,900, N-I pk 426,300;Lento LASARTE-ORIA;0;13;78;3;96,44;62;32;94;
2025-12-08;01:00:00 - 01:30:00;GI-41;[GI-41] 302-ETD SAN SEBASTIÁN-A-15, GI-41 pk 0,000, GI-41 pk 1,400;Central A-15;0;0;1;1;120;2;0;2;
2025-12-08;01:00:00 - 01:30:00;GI-41;[GI-41] 302-ETD SAN SEBASTIÁN-A-15, GI-41 pk 0,000, GI-41 pk 1,400;Lento SAN SEBASTIÁN;0;7;67;6;99,94;77;3;80;
2025-12-08;01:00:00 - 01:30:00;GI-41;[GI-41] 302-ETD SAN SEBASTIÁN-A-15, GI-41 pk 0,000, GI-41 pk 1,400;Central SAN SEBASTIÁN;0;0;8;2;108;10;0;10;
2025-12-08;01:00:00 - 01:30:00;GI-41;[GI-41] 302-ETD SAN SEBASTIÁN-A-15, GI-41 pk 0,000, GI-41 pk 1,400;Lento A-15;0;6;38;4;98,96;45;3;48;
2025-12-08;01:00:00 - 01:30:00;N-634;[N-634] 55-ETD SAN SEBASTIÁN-SANTANDER, N-634 pk 29,800, N-634 pk 31,000;Lento SANTANDER;5;11;0;0;52,5;15;1;16;
2025-12-08;01:00:00 - 01:30:00;N-634;[N-634] 55-ETD SAN SEBASTIÁN-SANTANDER, N-634 pk 29,800, N-634 pk 31,000;Lento SAN SEBASTIÁN;12;8;0;0;41;19;1;20;
2025-12-08;01:30:00 - 02:00:00;N-634;[N-634] 11-ETD SAN SEBASTIÁN-SANTANDER, N-634 pk 60,700, N-634 pk 62,000;Lento SAN SEBASTIÁN;5;18;0;0;56,3;22;1;23;
2025-12-08;01:30:00 - 02:00:00;N-634;[N-634] 11-ETD SAN SEBASTIÁN-SANTANDER, N-634 pk 60,700, N-634 pk 62,000;Lento SANTANDER;2;31;2;0;64,71;34;1;35;
2025-12-08;01:30:00 - 02:00:00;N-I;[N-I] 100-ETD VITORIA-GASTEIZ-LASARTE-ORIA, N-I pk 433,300, N-I pk 436,800;Central LASARTE-ORIA;0;0;11;3;108,57;14;0;14;
2025-12-08;01:30:00 - 02:00:00;N-I;[N-I] 100-ETD VITORIA-GASTEIZ-LASARTE-ORIA, N-I pk 433,300, N-I pk 436,800;Central VITORIA-GASTEIZ;0;1;6;1;100,63;6;2;8;
2025-12-08;01:30:00 - 02:00:00;N-I;[N-I] 100-ETD VITORIA-GASTEIZ-LASARTE-ORIA, N-I pk 433,300, N-I pk 436,800;Lento VITORIA-GASTEIZ;0;16;60;5;95,56;38;43;81;
2025-12-08;01:30:00 - 02:00:00;N-I;[N-I] 100-ETD VITORIA-GASTEIZ-LASARTE-ORIA, N-I pk 433,300, N-I pk 436,800;Lento LASARTE-ORIA;0;6;95;5;99,91;73;33;106;
2025-12-08;01:30:00 - 02:00:00;GI-2130;[GI-2130] 132-ETD NAVARRA-TOLOSA, GI-2130 pk 11,700, GI-2130 pk 16,100;Lento TOLOSA;2;2;0;0;45;4;0;4;
